icao,datetime_utc,timestamp,msg,df,typecode,oe_flag,velocity,speed_heading,airborne_velocity,altitude_diff,nuc_v,nac_v,emergency_state,version,nac_p,nic_s,nic_a_c,selected_altitude,selected_heading,baro_pressure_setting,tcas_operational,altitude,nuc_p,nic_b,latitude,longitude,position_type,emergency_squawk,is_emergency,autopilot,vnav_mode,altitude_hold_mode,approach_mode,lnav_mode,callsign,category
A65BBC,2025-06-14 00:53:32.656801939+00:00,1749862412.656802,8DA65BBC58A582FC07421D9894E8,17,11,0,,,,,,,5.0,,,,,,,,,32000.0,"(7, 185, 93, None)",0.0,40.47669982910156,-106.96697998046875,airborne,,,,,,,,,
A65BBC,2025-06-14 00:53:32.821371794+00:00,1749862412.8213718,8DA65BBC990DA28CB8084088C331,17,19,0,"(428, 256.5146605112921, -64, 'GS')","(428, 256.5146605112921)","(428, 256.5146605112921, -64, 'GS')",1575.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,3.82452392578125,30.60679290254237,airborne,,,,,,,,,
A65BBC,2025-06-14 00:53:32.987818003+00:00,1749862412.987818,8DA65BBC58A582FBFF420DDDE047,17,11,0,,,,,,,5.0,,,,,,,,,32000.0,"(7, 185, 93, None)",0.0,40.47651672363281,-106.96795654296875,airborne,,,,,,,,,
A65BBC,2025-06-14 00:53:33.371839046+00:00,1749862413.371839,8DA65BBC990DA28CB8084088C331,17,19,0,"(428, 256.5146605112921, -64, 'GS')","(428, 256.5146605112921)","(428, 256.5146605112921, -64, 'GS')",1575.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,3.82452392578125,30.60679290254237,airborne,,,,,,,,,
A65BBC,2025-06-14 00:53:33.711755037+00:00,1749862413.711755,8DA65BBC58A582FBF541F84094BA,17,11,0,,,,,,,5.0,,,,,,,,,32000.0,"(7, 185, 93, None)",0.0,40.476287841796875,-106.96923828125,airborne,,,,,,,,,
A65BBC,2025-06-14 00:53:33.747919798+00:00,1749862413.7479198,8DA65BBC990DA28CB8084088C331,17,19,0,"(428, 256.5146605112921, -64, 'GS')","(428, 256.5146605112921)","(428, 256.5146605112921, -64, 'GS')",1575.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,3.82452392578125,30.60679290254237,airborne,,,,,,,,,
A65BBC,2025-06-14 00:53:33.912837982+00:00,1749862413.912838,8DA65BBCEA3E9858015C084500FE,17,29,0,,,,,,,,,"(10, 10, 15)",,,"(32000, 'MCP/FCU')",,1012.8,True,,,,,,,,,,,,,,,
A65BBC,2025-06-14 00:53:34.072133064+00:00,1749862414.072133,8DA65BBC58A58688C9DA044FBAB7,17,11,1,,,,,,,5.0,,,,,,,,,32000.0,"(7, 185, 93, None)",0.0,3.8658840373411016,30.574004074622845,airborne,,,,,,,,,
A65BBC,2025-06-14 00:53:34.406722069+00:00,1749862414.406722,8DA65BBC990DA28CB8084088C331,17,19,0,"(428, 256.5146605112921, -64, 'GS')","(428, 256.5146605112921)","(428, 256.5146605112921, -64, 'GS')",1575.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,3.82452392578125,30.60679290254237,airborne,,,,,,,,,
A65BBC,2025-06-14 00:53:34.561815977+00:00,1749862414.561816,8DA65BBCF8330003004AB8B3234E,17,31,0,,,,,,,1.0,2.0,"(10, 10, 15)",0.0,"(0, 0)",,,,,,,,,,,,,,,,,,,
A65BBC,2025-06-14 00:53:34.561981916+00:00,1749862414.561982,8DA65BBC58A582FBE141CF5470E2,17,11,0,,,,,,,5.0,,,,,,,,,32000.0,"(7, 185, 93, None)",0.0,40.475830078125,-106.97174072265625,airborne,,,,,,,,,
A65BBC,2025-06-14 00:53:34.891034126+00:00,1749862414.8910341,8DA65BBC990DA28CB8084088C331,17,19,0,"(428, 256.5146605112921, -64, 'GS')","(428, 256.5146605112921)","(428, 256.5146605112921, -64, 'GS')",1575.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,3.82452392578125,30.60679290254237,airborne,,,,,,,,,
A65BBC,2025-06-14 00:53:35.054145098+00:00,1749862415.054145,8DA65BBC58A582FBD941BE5FBCD2,17,11,0,,,,,,,5.0,,,,,,,,,32000.0,"(7, 185, 93, None)",0.0,40.47564697265625,-106.9727783203125,airborne,,,,,,,,,
A65BBC,2025-06-14 00:53:35.387362957+00:00,1749862415.387363,8DA65BBC990DA28CB8084088C331,17,19,0,"(428, 256.5146605112921, -64, 'GS')","(428, 256.5146605112921)","(428, 256.5146605112921, -64, 'GS')",1575.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,3.82452392578125,30.60679290254237,airborne,,,,,,,,,
A65BBC,2025-06-14 00:53:35.549061775+00:00,1749862415.5490618,8DA65BBC58A582FBCD41A54AD160,17,11,0,,,,,,,5.0,,,,,,,,,32000.0,"(7, 185, 93, None)",0.0,40.475372314453125,-106.97430419921875,airborne,,,,,,,,,
A65BBC,2025-06-14 00:53:35.791610956+00:00,1749862415.791611,8DA65BBC23101338E37820489959,17,4,0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,DAL887__,3.0
A65BBC,2025-06-14 00:53:35.933692932+00:00,1749862415.933693,8DA65BBC990DA28CB8084088C331,17,19,0,"(428, 256.5146605112921, -64, 'GS')","(428, 256.5146605112921)","(428, 256.5146605112921, -64, 'GS')",1575.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,3.82452392578125,30.60679290254237,airborne,,,,,,,,,
A65BBC,2025-06-14 00:53:35.934072018+00:00,1749862415.934072,8DA65BBC58A582FBC54195255200,17,11,0,,,,,,,5.0,,,,,,,,,32000.0,"(7, 185, 93, None)",0.0,40.475189208984375,-106.97528076171875,airborne,,,,,,,,,
A65BBC,2025-06-14 00:53:36.321553946+00:00,1749862416.321554,8DA65BBC990DA18CB808408DDC63,17,19,0,"(427, 256.4834318912087, -64, 'GS')","(427, 256.4834318912087)","(427, 256.4834318912087, -64, 'GS')",1575.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,-87.67547607421875,5.80078125,airborne,,,,,,,,,
A65BBC,2025-06-14 00:53:36.610177994+00:00,1749862416.610178,8DA65BBCEA3E9858015C084500FE,17,29,0,,,,,,,,,"(10, 10, 15)",,,"(32000, 'MCP/FCU')",,1012.8,True,,,,,,,,,,,,,,,
A65BBC,2025-06-14 00:53:36.914487123+00:00,1749862416.9144871,8DA65BBC58A572FBB3417008366B,17,11,0,,,,,,,5.0,,,,,,,,,31975.0,"(7, 185, 93, None)",0.0,40.47477722167969,-106.9775390625,airborne,,,,,,,,,
A65BBC,2025-06-14 00:53:36.914530039+00:00,1749862416.91453,8DA65BBCE10F2800000000D33EC3,17,28,0,,,,,,,0.0,,,,,,,,,,,,,,,3360,False,,,,,,,
A65BBC,2025-06-14 00:53:36.914661169+00:00,1749862416.9146612,8DA65BBC990DA18CB808408DDC63,17,19,0,"(427, 256.4834318912087, -64, 'GS')","(427, 256.4834318912087)","(427, 256.4834318912087, -64, 'GS')",1575.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,-87.67547607421875,5.80078125,airborne,,,,,,,,,
A66CE0,2025-06-14 00:53:22.606310844+00:00,1749862402.6063108,8DA66CE058AF92237676C9EF3C19,17,11,0,,,,,,,5.0,,,,,,,,,34025.0,"(7, 185, 93, None)",0.0,,,,,,,,,,,,
A66CE0,2025-06-14 00:53:22.768620014+00:00,1749862402.76862,8DA66CE099155626300844AFA2D6,17,19,1,"(456, 311.71686344363565, 64, 'GS')","(456, 311.71686344363565)","(456, 311.71686344363565, 64, 'GS')",1675.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,-2.823300119173723,80.78985806169182,airborne,,,,,,,,,
A66CE0,2025-06-14 00:53:23.156764984+00:00,1749862403.156765,8DA66CE099155626300844AFA2D6,17,19,1,"(456, 311.71686344363565, 64, 'GS')","(456, 311.71686344363565)","(456, 311.71686344363565, 64, 'GS')",1675.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,-2.823300119173723,80.78985806169182,airborne,,,,,,,,,
A66CE0,2025-06-14 00:53:23.590939999+00:00,1749862403.59094,8DA66CE0EA428864015C084DF165,17,29,0,,,,,,,,,"(10, 10, 15)",,,"(34016, 'MCP/FCU')",0.0,1013.6,True,,,,,,,,,,,,,,,
A66CE0,2025-06-14 00:53:23.591072083+00:00,1749862403.591072,8DA66CE058AF95B42B0FE8AA6DAB,17,11,1,,,,,,,5.0,,,,,,,,,34025.0,"(7, 185, 93, None)",0.0,39.209134376655186,-107.75146484375,airborne,,,,,,,,,
A66CE0,2025-06-14 00:53:24.570108891+00:00,1749862404.570109,8DA66CE058AF95B4670FC787070D,17,11,1,,,,,,,5.0,,,,,,,,,34025.0,"(7, 185, 93, None)",0.0,39.21053094378972,-107.75347900390625,airborne,,,,,,,,,
A66CE0,2025-06-14 00:53:26.149943113+00:00,1749862406.149943,8DA66CE0F8330006004AB8FC0C67,17,31,0,,,,,,,1.0,2.0,"(10, 10, 15)",0.0,"(0, 0)",,,,,,,,,,,,,,,,,,,
A66CE0,2025-06-14 00:53:26.591562033+00:00,1749862406.591562,8DA66CE058AF9224667645E6C42A,17,11,0,,,,,,,5.0,,,,,,,,,34025.0,"(7, 185, 93, None)",0.0,39.21327209472656,-107.7574290399966,airborne,,,,,,,,,
A66CE0,2025-06-14 00:53:27.352011919+00:00,1749862407.352012,8DA66CE099155726300844ACA818,17,19,1,"(457, 311.6335393365702, 64, 'GS')","(457, 311.6335393365702)","(457, 311.6335393365702, 64, 'GS')",1675.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,267.1766998808263,5.811767578125,airborne,,,,,,,,,
A66CE0,2025-06-14 00:53:27.352077961+00:00,1749862407.352078,8DA66CE0EA428864015C084DF165,17,29,0,,,,,,,,,"(10, 10, 15)",,,"(34016, 'MCP/FCU')",0.0,1013.6,True,,,,,,,,,,,,,,,
A66CE0,2025-06-14 00:53:27.740874052+00:00,1749862407.740874,8DA66CE058AF95B5230F60E8445C,17,11,1,,,,,,,5.0,,,,,,,,,34025.0,"(7, 185, 93, None)",0.0,39.214906854144594,-107.759765625,airborne,,,,,,,,,
A66CE0,2025-06-14 00:53:28.173093796+00:00,1749862408.1730938,8DA66CE099155726300444E4F218,17,19,1,"(457, 311.6335393365702, 0, 'GS')","(457, 311.6335393365702)","(457, 311.6335393365702, 0, 'GS')",1675.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,267.1766998808263,2.999267578125,airborne,,,,,,,,,
A66CE0,2025-06-14 00:53:28.562298775+00:00,1749862408.5622988,8DA66CE0EA428864015C084DF165,17,29,0,,,,,,,,,"(10, 10, 15)",,,"(34016, 'MCP/FCU')",0.0,1013.6,True,,,,,,,,,,,,,,,
A66CE0,2025-06-14 00:53:28.562815905+00:00,1749862408.562816,8DA66CE099155726300444E4F218,17,19,1,"(457, 311.6335393365702, 0, 'GS')","(457, 311.6335393365702)","(457, 311.6335393365702, 0, 'GS')",1675.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,267.1766998808263,2.999267578125,airborne,,,,,,,,,
A66CE0,2025-06-14 00:53:28.773885965+00:00,1749862408.773886,8DA66CE058AF95B55F0F3EA040C2,17,11,1,,,,,,,5.0,,,,,,,,,34025.0,"(7, 185, 93, None)",0.0,39.21630342127913,-107.7618408203125,airborne,,,,,,,,,
A66CE0,2025-06-14 00:53:29.340245008+00:00,1749862409.340245,8DA66CE099155726300444E4F218,17,19,1,"(457, 311.6335393365702, 0, 'GS')","(457, 311.6335393365702)","(457, 311.6335393365702, 0, 'GS')",1675.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,267.1766998808263,2.999267578125,airborne,,,,,,,,,
A66CE0,2025-06-14 00:53:29.340466976+00:00,1749862409.340467,8DA66CE058AFA5B5830F2A1526EF,17,11,1,,,,,,,5.0,,,,,,,,,34050.0,"(7, 185, 93, None)",0.0,39.21714136155985,-107.7630615234375,airborne,,,,,,,,,
A66CE0,2025-06-14 00:53:29.706634998+00:00,1749862409.706635,8DA66CE0EA428864015C084DF165,17,29,0,,,,,,,,,"(10, 10, 15)",,,"(34016, 'MCP/FCU')",0.0,1013.6,True,,,,,,,,,,,,,,,
A66CE0,2025-06-14 00:53:29.707029104+00:00,1749862409.707029,8DA66CE058AF95B5A10F1A1B260C,17,11,1,,,,,,,5.0,,,,,,,,,34025.0,"(7, 185, 93, None)",0.0,39.217839645127114,-107.7640380859375,airborne,,,,,,,,,
A66CE0,2025-06-14 00:53:30.196146965+00:00,1749862410.196147,8DA66CE058AFA5B5BF0F092AC478,17,11,1,,,,,,,5.0,,,,,,,,,34050.0,"(7, 185, 93, None)",0.0,39.21853792869438,-107.76507568359375,airborne,,,,,,,,,
A66CE0,2025-06-14 00:53:31.126598835+00:00,1749862411.1265988,8DA66CE0F8330006004AB8FC0C67,17,31,0,,,,,,,1.0,2.0,"(10, 10, 15)",0.0,"(0, 0)",,,,,,,,,,,,,,,,,,,
A66CE0,2025-06-14 00:53:31.296433926+00:00,1749862411.296434,8DA66CE058AF92258875A5BDB0B1,17,11,0,,,,,,,5.0,,,,,,,,,34025.0,"(7, 185, 93, None)",0.0,39.21990966796875,-107.76698236880094,airborne,,,,,,,,,
A66CE0,2025-06-14 00:53:31.460374117+00:00,1749862411.460374,8DA66CE0991557263804448A5010,17,19,1,"(457, 311.6335393365702, 0, 'GS')","(457, 311.6335393365702)","(457, 311.6335393365702, 0, 'GS')",1675.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,267.17688608977755,2.999267578125,airborne,,,,,,,,,
A66CE0,2025-06-14 00:53:31.670618057+00:00,1749862411.670618,8DA66CE058AF95B6150EDBD73040,17,11,1,,,,,,,5.0,,,,,,,,,34025.0,"(7, 185, 93, None)",0.0,39.22053967492055,-107.76788330078125,airborne,,,,,,,,,
A66CE0,2025-06-14 00:53:32.274895191+00:00,1749862412.2748952,8DA66CE0EA428864015C084DF165,17,29,0,,,,,,,,,"(10, 10, 15)",,,"(34016, 'MCP/FCU')",0.0,1013.6,True,,,,,,,,,,,,,,,
A66CE0,2025-06-14 00:53:32.491455078+00:00,1749862412.491455,8DA66CE099155726380844C20A10,17,19,1,"(457, 311.6335393365702, -64, 'GS')","(457, 311.6335393365702)","(457, 311.6335393365702, -64, 'GS')",1675.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,267.17688608977755,5.811767578125,airborne,,,,,,,,,
A66CE0,2025-06-14 00:53:32.657126904+00:00,1749862412.657127,8DA66CE058AF9225E47572D0729A,17,11,0,,,,,,,5.0,,,,,,,,,34025.0,"(7, 185, 93, None)",0.0,267.2220153808594,82.5787353515625,airborne,,,,,,,,,
A66CE0,2025-06-14 00:53:32.987859011+00:00,1749862412.987859,8DA66CE099155726380844C20A10,17,19,1,"(457, 311.6335393365702, -64, 'GS')","(457, 311.6335393365702)","(457, 311.6335393365702, -64, 'GS')",1675.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,267.17688608977755,5.811767578125,airborne,,,,,,,,,
A66CE0,2025-06-14 00:53:33.747763872+00:00,1749862413.7477639,8DA66CE058AF95B6930E95121A4A,17,11,1,,,,,,,5.0,,,,,,,,,34025.0,"(7, 185, 93, None)",0.0,39.22347246590307,-107.77215576171875,airborne,,,,,,,,,
A66CE0,2025-06-14 00:53:34.235010147+00:00,1749862414.2350101,8DA66CE099155726380844C20A10,17,19,1,"(457, 311.6335393365702, -64, 'GS')","(457, 311.6335393365702)","(457, 311.6335393365702, -64, 'GS')",1675.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,267.17688608977755,5.811767578125,airborne,,,,,,,,,
A66CE0,2025-06-14 00:53:34.562161922+00:00,1749862414.562162,8DA66CE099155726380844C20A10,17,19,1,"(457, 311.6335393365702, -64, 'GS')","(457, 311.6335393365702)","(457, 311.6335393365702, -64, 'GS')",1675.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,267.17688608977755,5.811767578125,airborne,,,,,,,,,
A66CE0,2025-06-14 00:53:34.562238932+00:00,1749862414.562239,8DA66CE058AFA2265875312A24A5,17,11,0,,,,,,,5.0,,,,,,,,,34050.0,"(7, 185, 93, None)",0.0,267.22467041015625,82.40020751953125,airborne,,,,,,,,,
A66CE0,2025-06-14 00:53:34.732515097+00:00,1749862414.732515,8DA66CE0EA428864015C084DF165,17,29,0,,,,,,,,,"(10, 10, 15)",,,"(34016, 'MCP/FCU')",0.0,1013.6,True,,,,,,,,,,,,,,,
A66CE0,2025-06-14 00:53:35.054378986+00:00,1749862415.054379,8DA66CE099155726380844C20A10,17,19,1,"(457, 311.6335393365702, -64, 'GS')","(457, 311.6335393365702)","(457, 311.6335393365702, -64, 'GS')",1675.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,267.17688608977755,5.811767578125,airborne,,,,,,,,,
A66CE0,2025-06-14 00:53:35.548873901+00:00,1749862415.548874,8DA66CE058AF92269075128BA6D0,17,11,0,,,,,,,5.0,,,,,,,,,34025.0,"(7, 185, 93, None)",0.0,267.2259521484375,82.3150634765625,airborne,,,,,,,,,
A66CE0,2025-06-14 00:53:35.549168825+00:00,1749862415.5491688,8DA66CE0991557263804448A5010,17,19,1,"(457, 311.6335393365702, 0, 'GS')","(457, 311.6335393365702)","(457, 311.6335393365702, 0, 'GS')",1675.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,267.17688608977755,2.999267578125,airborne,,,,,,,,,
A66CE0,2025-06-14 00:53:35.934011936+00:00,1749862415.934012,8DA66CE0EA428864015C084DF165,17,29,0,,,,,,,,,"(10, 10, 15)",,,"(34016, 'MCP/FCU')",0.0,1013.6,True,,,,,,,,,,,,,,,
A66CE0,2025-06-14 00:53:36.610908985+00:00,1749862416.610909,8DA66CE058AF95B73D0E37D21F78,17,11,1,,,,,,,5.0,,,,,,,,,34025.0,"(7, 185, 93, None)",0.0,39.22742940611759,-107.77789306640625,airborne,,,,,,,,,
A66CE0,2025-06-14 00:53:36.747582912+00:00,1749862416.747583,8DA66CE099155726380844C20A10,17,19,1,"(457, 311.6335393365702, -64, 'GS')","(457, 311.6335393365702)","(457, 311.6335393365702, -64, 'GS')",1675.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,267.17688608977755,5.811767578125,airborne,,,,,,,,,
A6A300,2025-06-14 00:53:22.388165951+00:00,1749862402.388166,8DA6A300990D832018083F93F79E,17,19,0,"(462, 303.4496190235272, -64, 'GS')","(462, 303.4496190235272)","(462, 303.4496190235272, -64, 'GS')",1550.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,,,,,,,,,,,,
A6A300,2025-06-14 00:53:22.938151836+00:00,1749862402.9381518,8DA6A30058B986963B383898E4A8,17,11,1,,,,,,,5.0,,,,,,,,,36000.0,"(7, 185, 93, None)",0.0,46.657864845405186,149.48822021484375,airborne,,,,,,,,,
A6A300,2025-06-14 00:53:23.425024033+00:00,1749862403.425024,8DA6A300990D842018083F9AC3F4,17,19,1,"(463, 303.3814756472054, -64, 'GS')","(463, 303.3814756472054)","(463, 303.3814756472054, -64, 'GS')",1550.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,268.6658128641419,5.79803466796875,airborne,,,,,,,,,
A6A300,2025-06-14 00:53:23.975292921+00:00,1749862403.975293,8DA6A30058B986966D3812E20CAB,17,11,1,,,,,,,5.0,,,,,,,,,36000.0,"(7, 185, 93, None)",0.0,46.65902865135063,149.48561096191406,airborne,,,,,,,,,
A6A300,2025-06-14 00:53:25.039066076+00:00,1749862405.039066,8DA6A30058B98696A137EC84BF51,17,11,1,,,,,,,5.0,,,,,,,,,36000.0,"(7, 185, 93, None)",0.0,46.660239009533896,149.48300170898438,airborne,,,,,,,,,
A6A300,2025-06-14 00:53:25.552711010+00:00,1749862405.552711,8DA6A300F8230002004AB8900AF5,17,31,0,,,,,,,1.0,2.0,"(10, 10, 15)",0.0,"(0, 0)",,,,,,,,,,,,,,,,,,,
A6A300,2025-06-14 00:53:25.553457975+00:00,1749862405.553458,8DA6A300990D842018083F9AC3F4,17,19,1,"(463, 303.3814756472054, -64, 'GS')","(463, 303.3814756472054)","(463, 303.3814756472054, -64, 'GS')",1550.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,268.6658128641419,5.79803466796875,airborne,,,,,,,,,
A6A300,2025-06-14 00:53:26.149828196+00:00,1749862406.1498282,8DA6A30058B9830A369BF15C06EA,17,11,0,,,,,,,5.0,,,,,,,,,36000.0,"(7, 185, 93, None)",0.0,262.55982971191406,109.64630126953125,airborne,,,,,,,,,
A6A300,2025-06-14 00:53:27.132690907+00:00,1749862407.132691,8DA6A300EA466867515C08FA7177,17,29,0,,,,,,,,,"(10, 10, 15)",,,"(36000, 'MCP/FCU')",236.25,1013.6,True,,,,,,,,,,,,,,,
A6A300,2025-06-14 00:53:28.172837973+00:00,1749862408.172838,8DA6A30058B9830A9C9BA5852F6A,17,11,0,,,,,,,5.0,,,,,,,,,36000.0,"(7, 185, 93, None)",0.0,262.5621643066406,109.43756103515625,airborne,,,,,,,,,
A6A300,2025-06-14 00:53:28.418428898+00:00,1749862408.418429,8DA6A300E11E1B000000007A264B,17,28,0,,,,,,,0.0,,,,,,,,,,,,,,,3635,False,,,,,,,
A6A300,2025-06-14 00:53:28.773871183+00:00,1749862408.7738712,8DA6A300990D832010043FB50F96,17,19,0,"(462, 303.4496190235272, 0, 'GS')","(462, 303.4496190235272)","(462, 303.4496190235272, 0, 'GS')",1550.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,268.6878662109375,2.98553466796875,airborne,,,,,,,,,
A6A300,2025-06-14 00:53:29.055489063+00:00,1749862409.055489,8DA6A30058B986976D375690062E,17,11,1,,,,,,,5.0,,,,,,,,,36000.0,"(7, 185, 93, None)",0.0,46.66498733779131,140.4727020263672,airborne,,,,,,,,,
A6A300,2025-06-14 00:53:29.706492901+00:00,1749862409.706493,8DA6A300EA466867515C08FA7177,17,29,0,,,,,,,,,"(10, 10, 15)",,,"(36000, 'MCP/FCU')",236.25,1013.6,True,,,,,,,,,,,,,,,
A6A300,2025-06-14 00:53:29.707072973+00:00,1749862409.707073,8DA6A300990D832010083FFD5596,17,19,0,"(462, 303.4496190235272, 64, 'GS')","(462, 303.4496190235272)","(462, 303.4496190235272, 64, 'GS')",1550.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,46.6878662109375,149.4097081626334,airborne,,,,,,,,,
A6A300,2025-06-14 00:53:30.031296968+00:00,1749862410.031297,8DA6A30058B9830B009B5BC59101,17,11,0,,,,,,,5.0,,,,,,,,,36000.0,"(7, 185, 93, None)",0.0,40.564453125,-109.57257080078125,airborne,,,,,,,,,
A6A300,2025-06-14 00:53:30.362938166+00:00,1749862410.3629382,8DA6A30023053076D3682025949E,17,4,0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,ASA646__,3.0
A6A300,2025-06-14 00:53:30.530910015+00:00,1749862410.53091,8DA6A300F8230002004AB8900AF5,17,31,0,,,,,,,1.0,2.0,"(10, 10, 15)",0.0,"(0, 0)",,,,,,,,,,,,,,,,,,,
A6A300,2025-06-14 00:53:30.959841967+00:00,1749862410.959842,8DA6A300990D832030083FB829BF,17,19,0,"(463, 303.5528323883887, 64, 'GS')","(463, 303.5528323883887)","(463, 303.5528323883887, 64, 'GS')",1550.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,46.6885986328125,149.4097081626334,airborne,,,,,,,,,
A6A300,2025-06-14 00:53:30.960219860+00:00,1749862410.9602199,8DA6A30058B9830B329B3544172B,17,11,0,,,,,,,5.0,,,,,,,,,36000.0,"(7, 185, 93, None)",0.0,40.56559753417969,-109.57489013671875,airborne,,,,,,,,,
A6A300,2025-06-14 00:53:31.835376978+00:00,1749862411.835377,8DA6A300990D832030083FB829BF,17,19,0,"(463, 303.5528323883887, 64, 'GS')","(463, 303.5528323883887)","(463, 303.5528323883887, 64, 'GS')",1550.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,46.6885986328125,149.4097081626334,airborne,,,,,,,,,
A6A300,2025-06-14 00:53:31.835635900+00:00,1749862411.835636,8DA6A30058B9830B649B113EAB69,17,11,0,,,,,,,5.0,,,,,,,,,36000.0,"(7, 185, 93, None)",0.0,40.566741943359375,-109.57708740234375,airborne,,,,,,,,,
A6A300,2025-06-14 00:53:32.111242056+00:00,1749862412.111242,8DA6A300EA466867515C08FA7177,17,29,0,,,,,,,,,"(10, 10, 15)",,,"(36000, 'MCP/FCU')",236.25,1013.6,True,,,,,,,,,,,,,,,
A6A300,2025-06-14 00:53:32.820804119+00:00,1749862412.820804,8DA6A300990D832030083E47DDB6,17,19,0,"(463, 303.5528323883887, 64, 'GS')","(463, 303.5528323883887)","(463, 303.5528323883887, 64, 'GS')",1525.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,46.6885986328125,149.40964117282775,airborne,,,,,,,,,
A6A300,2025-06-14 00:53:32.987560034+00:00,1749862412.98756,8DA6A30058B986983936BF77CAB5,17,11,1,,,,,,,5.0,,,,,,,,,36000.0,"(7, 185, 93, None)",0.0,46.66973566604873,149.46233367919922,airborne,,,,,,,,,
A6A300,2025-06-14 00:53:33.747828007+00:00,1749862413.747828,8DA6A300990D832030043FF073BF,17,19,0,"(463, 303.5528323883887, 0, 'GS')","(463, 303.5528323883887)","(463, 303.5528323883887, 0, 'GS')",1550.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,46.6885986328125,140.56062279677974,airborne,,,,,,,,,
A6A300,2025-06-14 00:53:34.406600952+00:00,1749862414.406601,8DA6A300990D832030043FF073BF,17,19,0,"(463, 303.5528323883887, 0, 'GS')","(463, 303.5528323883887)","(463, 303.5528323883887, 0, 'GS')",1550.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,46.6885986328125,140.56062279677974,airborne,,,,,,,,,
A6A300,2025-06-14 00:53:34.562231064+00:00,1749862414.562231,8DA6A300EA466867515C08FA7177,17,29,0,,,,,,,,,"(10, 10, 15)",,,"(36000, 'MCP/FCU')",236.25,1013.6,True,,,,,,,,,,,,,,,
A6A300,2025-06-14 00:53:35.933763027+00:00,1749862415.933763,8DA6A300990D832030043FF073BF,17,19,0,"(463, 303.5528323883887, 0, 'GS')","(463, 303.5528323883887)","(463, 303.5528323883887, 0, 'GS')",1550.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,46.6885986328125,140.56062279677974,airborne,,,,,,,,,
A6A300,2025-06-14 00:53:35.934201002+00:00,1749862415.934201,8DA6A30058B9830C369A7452CE7F,17,11,0,,,,,,,5.0,,,,,,,,,36000.0,"(7, 185, 93, None)",0.0,40.57154846191406,-109.586669921875,airborne,,,,,,,,,
A6A300,2025-06-14 00:53:36.914756060+00:00,1749862416.914756,8DA6A300990D832030043FF073BF,17,19,0,"(463, 303.5528323883887, 0, 'GS')","(463, 303.5528323883887)","(463, 303.5528323883887, 0, 'GS')",1550.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,46.6885986328125,140.56062279677974,airborne,,,,,,,,,
