icao,datetime_utc,timestamp,msg,df,typecode,oe_flag,velocity,speed_heading,airborne_velocity,altitude_diff,nuc_v,nac_v,emergency_state,version,nac_p,nic_s,nic_a_c,selected_altitude,selected_heading,baro_pressure_setting,tcas_operational,altitude,nuc_p,nic_b,latitude,longitude,position_type,emergency_squawk,is_emergency,autopilot,vnav_mode,altitude_hold_mode,approach_mode,lnav_mode,callsign,category
A37765,2025-06-14 00:53:31.126583099+00:00,1749862411.126583,8DA37765EA3E9860015F80A112A0,17,29,0,,,,,,,,,"(10, 10, 15)",,,"(32000, 'MCP/FCU')",,1013.6,False,,,,,,,,,True,True,False,False,False,,
A37765,2025-06-14 00:53:31.296968937+00:00,1749862411.296969,8DA3776558A581E1FC5BE08C2C9E,17,11,0,,,,,,,5.0,,,,,,,,,32000.0,"(7, 185, 93, None)",0.0,74.82412719726562,52.306640625,airborne,,,,,,,,,
A37765,2025-06-14 00:53:31.297009945+00:00,1749862411.29701,8DA377659915651590083EB0B27F,17,19,1,"(394, 295.656700431157, 64, 'GS')","(394, 295.656700431157)","(394, 295.656700431157, 64, 'GS')",1525.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,74.87424688824152,51.842520577566965,airborne,,,,,,,,,
A37765,2025-06-14 00:53:31.835517883+00:00,1749862411.835518,8DA3776558A581E20C5BCFF68E55,17,11,0,,,,,,,5.0,,,,,,,,,32000.0,"(7, 185, 93, None)",0.0,74.82449340820312,52.30352783203125,airborne,,,,,,,,,
A37765,2025-06-14 00:53:31.835552931+00:00,1749862411.835553,8DA377659915651590083EB0B27F,17,19,1,"(394, 295.656700431157, 64, 'GS')","(394, 295.656700431157)","(394, 295.656700431157, 64, 'GS')",1525.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,74.87424688824152,51.842520577566965,airborne,,,,,,,,,
A37765,2025-06-14 00:53:32.275051117+00:00,1749862412.275051,8DA3776558A581E2185BC31CD31B,17,11,0,,,,,,,5.0,,,,,,,,,32000.0,"(7, 185, 93, None)",0.0,74.82476806640625,52.30133056640625,airborne,,,,,,,,,
A37765,2025-06-14 00:53:32.275081873+00:00,1749862412.2750819,8DA377659915651590083EB0B27F,17,19,1,"(394, 295.656700431157, 64, 'GS')","(394, 295.656700431157)","(394, 295.656700431157, 64, 'GS')",1525.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,74.87424688824152,51.842520577566965,airborne,,,,,,,,,
A37765,2025-06-14 00:53:32.821041822+00:00,1749862412.8210418,8DA3776558A58573BCF5838DF6F1,17,11,1,,,,,,,5.0,,,,,,,,,32000.0,"(7, 185, 93, None)",0.0,38.82521807137182,-108.16387939453125,airborne,,,,,,,,,
A37765,2025-06-14 00:53:32.821071863+00:00,1749862412.8210719,8DA377659915651590083EB0B27F,17,19,1,"(394, 295.656700431157, 64, 'GS')","(394, 295.656700431157)","(394, 295.656700431157, 64, 'GS')",1525.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,74.87424688824152,51.842520577566965,airborne,,,,,,,,,
A37765,2025-06-14 00:53:32.987051010+00:00,1749862412.987051,8DA37765234CB5F3DB0C201EFA00,17,4,1,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,SKW3600_,3.0
A37765,2025-06-14 00:53:33.200124979+00:00,1749862413.200125,8DA3776558A58573CCF5739A9252,17,11,1,,,,,,,5.0,,,,,,,,,32000.0,"(7, 185, 93, None)",0.0,38.82559048927436,-108.16485595703125,airborne,,,,,,,,,
A37765,2025-06-14 00:53:33.200191975+00:00,1749862413.200192,8DA377659915651590043EF8E87F,17,19,1,"(394, 295.656700431157, 0, 'GS')","(394, 295.656700431157)","(394, 295.656700431157, 0, 'GS')",1525.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,74.87424688824152,51.64162772042411,airborne,,,,,,,,,
A37765,2025-06-14 00:53:33.372097015+00:00,1749862413.372097,8DA37765F8030002004AB8FFAA3B,17,31,0,,,,,,,0.0,2.0,"(10, 10, 15)",0.0,"(0, 0)",,,,,,,,,,,,,,,,,,,
A37765,2025-06-14 00:53:33.712161064+00:00,1749862413.712161,8DA37765EA3E9860015F80A112A0,17,29,0,,,,,,,,,"(10, 10, 15)",,,"(32000, 'MCP/FCU')",,1013.6,False,,,,,,,,,True,True,False,False,False,,
A37765,2025-06-14 00:53:33.712287903+00:00,1749862413.712288,8DA3776558A581E24E5B8B6465D3,17,11,0,,,,,,,5.0,,,,,,,,,32000.0,"(7, 185, 93, None)",0.0,74.82600402832031,52.29107666015625,airborne,,,,,,,,,
A37765,2025-06-14 00:53:34.235170126+00:00,1749862414.2351701,8DA3776558A581E25C5B7DA709A4,17,11,0,,,,,,,5.0,,,,,,,,,32000.0,"(7, 185, 93, None)",0.0,74.82632446289062,52.28851318359375,airborne,,,,,,,,,
A37765,2025-06-14 00:53:34.235229969+00:00,1749862414.23523,8DA377659915651598083EDE1077,17,19,1,"(394, 295.656700431157, -64, 'GS')","(394, 295.656700431157)","(394, 295.656700431157, -64, 'GS')",1525.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,74.87443309719279,51.842520577566965,airborne,,,,,,,,,
A37765,2025-06-14 00:53:34.732530832+00:00,1749862414.7325308,8DA3776558A5857400F53E8C502B,17,11,1,,,,,,,5.0,,,,,,,,,32000.0,"(7, 185, 93, None)",0.0,38.826800847457626,-108.1680908203125,airborne,,,,,,,,,
A37765,2025-06-14 00:53:34.732608080+00:00,1749862414.732608,8DA3776599156515980C3EE62677,17,19,1,"(394, 295.656700431157, -128, 'GS')","(394, 295.656700431157)","(394, 295.656700431157, -128, 'GS')",1525.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,74.87443309719279,52.04341343470983,airborne,,,,,,,,,
A37765,2025-06-14 00:53:34.891208887+00:00,1749862414.891209,8DA37765EA3E9860015F80A112A0,17,29,0,,,,,,,,,"(10, 10, 15)",,,"(32000, 'MCP/FCU')",,1013.6,False,,,,,,,,,True,True,False,False,False,,
A37765,2025-06-14 00:53:35.387212992+00:00,1749862415.387213,8DA3776558A581E2865B536E2E30,17,11,0,,,,,,,5.0,,,,,,,,,32000.0,"(7, 185, 93, None)",0.0,74.82728576660156,52.28082275390625,airborne,,,,,,,,,
A37765,2025-06-14 00:53:35.791514874+00:00,1749862415.7915149,8DA37765E1171900000000142366,17,28,0,,,,,,,0.0,,,,,,,,,,,,,,,2275,False,,,,,,,
A37765,2025-06-14 00:53:35.933536053+00:00,1749862415.933536,8DA3776558A581E2965B424C7EF1,17,11,0,,,,,,,5.0,,,,,,,,,32000.0,"(7, 185, 93, None)",0.0,74.82765197753906,52.2777099609375,airborne,,,,,,,,,
A37765,2025-06-14 00:53:35.933595896+00:00,1749862415.933596,8DA377659915651598103E4EA477,17,19,1,"(394, 295.656700431157, -192, 'GS')","(394, 295.656700431157)","(394, 295.656700431157, -192, 'GS')",1525.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,74.87443309719279,52.24430629185268,airborne,,,,,,,,,
A37765,2025-06-14 00:53:35.934026003+00:00,1749862415.934026,8DA37765F8030002004AB8FFAA3B,17,31,0,,,,,,,0.0,2.0,"(10, 10, 15)",0.0,"(0, 0)",,,,,,,,,,,,,,,,,,,
A37765,2025-06-14 00:53:36.321241140+00:00,1749862416.3212411,8DA3776558A5857436F507C63499,17,11,1,,,,,,,5.0,,,,,,,,,32000.0,"(7, 185, 93, None)",0.0,38.8280577578787,-108.17144775390625,airborne,,,,,,,,,
A37765,2025-06-14 00:53:36.321259022+00:00,1749862416.321259,8DA3776599156515980C3EE62677,17,19,1,"(394, 295.656700431157, -128, 'GS')","(394, 295.656700431157)","(394, 295.656700431157, -128, 'GS')",1525.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,74.87443309719279,52.04341343470983,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:22.606024027+00:00,1749862402.606024,8DA3A0CC584D0207C03FDCFF0335,17,11,0,,,,,,,2.0,,,,,,,,,14200.0,"(7, 185, 93, None)",0.0,,,,,,,,,,,,
A3A0CC,2025-06-14 00:53:22.606413126+00:00,1749862402.6064131,8DA3A0CC9909559850381E4F4356,17,19,1,"(390, 119.5812833863322, 832, 'GS')","(390, 119.5812833863322)","(390, 119.5812833863322, 832, 'GS')",725.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,39.04317564883475,8.8768310546875,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:22.937974930+00:00,1749862402.937975,8DA3A0CCF82100020049B8B8156F,17,31,0,,,,,,,1.0,2.0,"(9, 30, 45)",0.0,"(0, 0)",,,,,,,,,,,,,,,,,,,
A3A0CC,2025-06-14 00:53:23.156244993+00:00,1749862403.156245,8DA3A0CC584D05989CDA5D40CD03,17,11,1,,,,,,,2.0,,,,,,,,,14200.0,"(7, 185, 93, None)",0.0,39.04494463387182,-108.58807373046875,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:23.591117144+00:00,1749862403.5911171,8DA3A0CC584D1207983FFEF76C34,17,11,0,,,,,,,2.0,,,,,,,,,14225.0,"(7, 185, 93, None)",0.0,39.04449462890625,-108.58707593834919,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:23.806519032+00:00,1749862403.806519,8DA3A0CC9909569850381E4A5C04,17,19,1,"(391, 119.5090975270656, 832, 'GS')","(391, 119.5090975270656)","(391, 119.5090975270656, 832, 'GS')",725.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,-50.95682435116527,1.096038818359375,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:24.132874012+00:00,1749862404.132874,8DA3A0CC584D1207804013462AF4,17,11,0,,,,,,,2.0,,,,,,,,,14225.0,"(7, 185, 93, None)",0.0,-50.9560546875,1.2176266232052364,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:24.425238132+00:00,1749862404.4252381,8DA3A0CC99095698503C1D8D8216,17,19,1,"(391, 119.5090975270656, 896, 'GS')","(391, 119.5090975270656)","(391, 119.5090975270656, 896, 'GS')",700.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,-50.95682435116527,1.1740875244140625,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:24.741134167+00:00,1749862404.7411342,8DA3A0CC584D15985EDA92F01076,17,11,1,,,,,,,2.0,,,,,,,,,14225.0,"(7, 185, 93, None)",0.0,39.04350151449947,-108.5848388671875,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:24.741569042+00:00,1749862404.741569,8DA3A0CC99095798703C1E341CE3,17,19,1,"(393, 119.56413811253321, 896, 'GS')","(393, 119.56413811253321)","(393, 119.56413811253321, 896, 'GS')",725.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,219.0439204846398,42.2698974609375,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:25.391839981+00:00,1749862405.39184,8DA3A0CC99095898703C1E257EF9,17,19,0,"(394, 119.49239916881888, 896, 'GS')","(394, 119.49239916881888)","(394, 119.49239916881888, 896, 'GS')",725.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,90.8931884765625,42.2698974609375,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:25.858119011+00:00,1749862405.858119,8DA3A0CC584D2207464046A7752A,17,11,0,,,,,,,2.0,,,,,,,,,14250.0,"(7, 185, 93, None)",0.0,219.04261779785156,45.1922607421875,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:25.858397961+00:00,1749862405.858398,8DA3A0CC99095898703C1E257EF9,17,19,0,"(394, 119.49239916881888, 896, 'GS')","(394, 119.49239916881888)","(394, 119.49239916881888, 896, 'GS')",725.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,90.8931884765625,42.2698974609375,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:25.942650080+00:00,1749862405.94265,8DA3A0CCE108B700000000C929E2,17,28,1,,,,,,,0.0,,,,,,,,,,,,,,,5507,False,,,,,,,
A3A0CC,2025-06-14 00:53:25.942871094+00:00,1749862405.942871,8DA3A0CCEA2D084D3F3C086BAA6F,17,29,0,,,,,,,,,"(9, 30, 45)",,,"(23008, 'MCP/FCU')",111.796875,1011.2,True,,,,,,,,,,,,,,,
A3A0CC,2025-06-14 00:53:26.149927855+00:00,1749862406.1499279,8DA3A0CC584D259824DAC4C56822,17,11,1,,,,,,,2.0,,,,,,,,,14250.0,"(7, 185, 93, None)",0.0,-89.09344172073622,153.819580078125,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:26.317553997+00:00,1749862406.317554,8DA3A0CC23541334DF8820CB70D8,17,4,0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,UAL478__,3.0
A3A0CC,2025-06-14 00:53:26.317861795+00:00,1749862406.3178618,8DA3A0CC9909589870381DE2A0EB,17,19,0,"(394, 119.49239916881888, 832, 'GS')","(394, 119.49239916881888)","(394, 119.49239916881888, 832, 'GS')",700.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,-89.1068115234375,39.45465087890625,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:26.592149019+00:00,1749862406.592149,8DA3A0CC584D22071E40689FFE91,17,11,0,,,,,,,2.0,,,,,,,,,14250.0,"(7, 185, 93, None)",0.0,39.04170227050781,-108.58074685801631,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:26.760361910+00:00,1749862406.760362,8DA3A0CC9909599870341E561837,17,19,0,"(394, 119.42097644624914, 768, 'GS')","(394, 119.42097644624914)","(394, 119.42097644624914, 768, 'GS')",725.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,2.3931884765625,-115.31110343286548,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:27.132922173+00:00,1749862407.1329222,8DA3A0CC584D320706407C1C6C87,17,11,0,,,,,,,2.0,,,,,,,,,14275.0,"(7, 185, 93, None)",0.0,39.04115295410156,-108.57955269191575,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:27.352108002+00:00,1749862407.352108,8DA3A0CCEA2D084D3F3C086BAA6F,17,29,0,,,,,,,,,"(9, 30, 45)",,,"(23008, 'MCP/FCU')",111.796875,1011.2,True,,,,,,,,,,,,,,,
A3A0CC,2025-06-14 00:53:27.908941031+00:00,1749862407.908941,8DA3A0CC99095A9890301E4EB1B3,17,19,0,"(396, 119.47588900324574, 704, 'GS')","(396, 119.47588900324574)","(396, 119.47588900324574, 704, 'GS')",725.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,87.8939208984375,33.8323974609375,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:28.173273087+00:00,1749862408.173273,8DA3A0CC584D3597D8DB07D27F12,17,11,1,,,,,,,2.0,,,,,,,,,14275.0,"(7, 185, 93, None)",0.0,87.85394183659957,154.00360107421875,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:28.418525934+00:00,1749862408.418526,8DA3A0CC99095A98902C1EE633B3,17,19,0,"(396, 119.47588900324574, 640, 'GS')","(396, 119.47588900324574)","(396, 119.47588900324574, 640, 'GS')",725.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,87.8939208984375,31.0198974609375,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:28.562357903+00:00,1749862408.562358,8DA3A0CCEA2D084D3F3C086BAA6F,17,29,0,,,,,,,,,"(9, 30, 45)",,,"(23008, 'MCP/FCU')",111.796875,1011.2,True,,,,,,,,,,,,,,,
A3A0CC,2025-06-14 00:53:28.773930073+00:00,1749862408.77393,8DA3A0CC584D4206CC40B0B5ECFB,17,11,0,,,,,,,2.0,,,,,,,,,14300.0,"(7, 185, 93, None)",0.0,39.039825439453125,-108.57644786005434,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:29.055434942+00:00,1749862409.055435,8DA3A0CC99095A9890341E7687B3,17,19,0,"(396, 119.47588900324574, 768, 'GS')","(396, 119.47588900324574)","(396, 119.47588900324574, 768, 'GS')",725.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,87.8939208984375,36.6448974609375,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:29.340512037+00:00,1749862409.340512,8DA3A0CC584D4206B440C534E0AF,17,11,0,,,,,,,2.0,,,,,,,,,14300.0,"(7, 185, 93, None)",0.0,39.039276123046875,-108.57519398564878,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:29.486529112+00:00,1749862409.486529,8DA3A0CC99095B98B0341E30F154,17,19,0,"(397, 119.53042523226715, 768, 'GS')","(397, 119.53042523226715)","(397, 119.53042523226715, 768, 'GS')",725.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,179.3946533203125,36.6448974609375,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:29.706861973+00:00,1749862409.706862,8DA3A0CCEA2D084D3F3C086BAA6F,17,29,0,,,,,,,,,"(9, 30, 45)",,,"(23008, 'MCP/FCU')",111.796875,1011.2,True,,,,,,,,,,,,,,,
A3A0CC,2025-06-14 00:53:29.866733074+00:00,1749862409.866733,8DA3A0CC584D459794DB406E61A8,17,11,1,,,,,,,2.0,,,,,,,,,14300.0,"(7, 185, 93, None)",0.0,179.3777827893273,154.16015625,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:29.866990089+00:00,1749862409.86699,8DA3A0CC99095B98B0341E30F154,17,19,0,"(397, 119.53042523226715, 768, 'GS')","(397, 119.53042523226715)","(397, 119.53042523226715, 768, 'GS')",725.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,179.3946533203125,36.6448974609375,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:30.362438917+00:00,1749862410.362439,8DA3A0CC584D459784DB4EB371F9,17,11,1,,,,,,,2.0,,,,,,,,,14300.0,"(7, 185, 93, None)",0.0,179.3774103714248,154.1986083984375,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:30.362803936+00:00,1749862410.362804,8DA3A0CC99095B98D0341EFF752F,17,19,0,"(398, 119.65563560663728, 768, 'GS')","(398, 119.65563560663728)","(398, 119.65563560663728, 768, 'GS')",725.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,179.3953857421875,36.6448974609375,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:30.530734061+00:00,1749862410.530734,8DA3A0CCF82100020049B8B8156F,17,31,0,,,,,,,1.0,2.0,"(9, 30, 45)",0.0,"(0, 0)",,,,,,,,,,,,,,,,,,,
A3A0CC,2025-06-14 00:53:30.959796906+00:00,1749862410.959797,8DA3A0CC584D45976EDB62E2724F,17,11,1,,,,,,,2.0,,,,,,,,,14300.0,"(7, 185, 93, None)",0.0,179.37689829680878,154.2535400390625,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:30.959858894+00:00,1749862410.959859,8DA3A0CC99095B98D0341EFF752F,17,19,0,"(398, 119.65563560663728, 768, 'GS')","(398, 119.65563560663728)","(398, 119.65563560663728, 768, 'GS')",725.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,179.3953857421875,36.6448974609375,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:31.126163006+00:00,1749862411.126163,8DA3A0CCE108B700000000C929E2,17,28,1,,,,,,,0.0,,,,,,,,,,,,,,,5507,False,,,,,,,
A3A0CC,2025-06-14 00:53:31.126379967+00:00,1749862411.12638,8DA3A0CC23541334DF8820CB70D8,17,4,0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,UAL478__,3.0
A3A0CC,2025-06-14 00:53:31.297035933+00:00,1749862411.297036,8DA3A0CC584D5206644109B334DA,17,11,0,,,,,,,2.0,,,,,,,,,14325.0,"(7, 185, 93, None)",0.0,39.037445068359375,-108.57113382090694,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:31.297104836+00:00,1749862411.2971048,8DA3A0CC99095C98F0301E8B0B6C,17,19,1,"(399, 119.70930490939199, 704, 'GS')","(399, 119.70930490939199)","(399, 119.70930490939199, 704, 'GS')",725.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,129.04689982786016,33.8323974609375,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:32.274768829+00:00,1749862412.2747688,8DA3A0CCEA2D084D3F3C086BAA6F,17,29,0,,,,,,,,,"(9, 30, 45)",,,"(23008, 'MCP/FCU')",111.796875,1011.2,True,,,,,,,,,,,,,,,
A3A0CC,2025-06-14 00:53:32.275098801+00:00,1749862412.2750988,8DA3A0CC584D559732DB9526E50D,17,11,1,,,,,,,2.0,,,,,,,,,14325.0,"(7, 185, 93, None)",0.0,39.0365186788268,-108.56903076171875,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:32.491251945+00:00,1749862412.491252,8DA3A0CC99095D98F0381EF86DA2,17,19,1,"(400, 119.63838368815135, 832, 'GS')","(400, 119.63838368815135)","(400, 119.63838368815135, 832, 'GS')",725.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,39.046899827860166,8.8768310546875,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:32.657205105+00:00,1749862412.657205,8DA3A0CC584D559722DBA2055051,17,11,1,,,,,,,2.0,,,,,,,,,14325.0,"(7, 185, 93, None)",0.0,39.036146260924255,-108.5682373046875,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:32.987447977+00:00,1749862412.987448,8DA3A0CC99095D98F0381EF86DA2,17,19,1,"(400, 119.63838368815135, 832, 'GS')","(400, 119.63838368815135)","(400, 119.63838368815135, 832, 'GS')",725.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,39.046899827860166,8.8768310546875,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:32.987586021+00:00,1749862412.987586,8DA3A0CCF82100020049B8B8156F,17,31,0,,,,,,,1.0,2.0,"(9, 30, 45)",0.0,"(0, 0)",,,,,,,,,,,,,,,,,,,
A3A0CC,2025-06-14 00:53:33.199600220+00:00,1749862413.1996002,8DA3A0CC584D659712DBB0CC618B,17,11,1,,,,,,,2.0,,,,,,,,,14350.0,"(7, 185, 93, None)",0.0,39.035773843021715,-108.5673828125,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:33.372426033+00:00,1749862413.372426,8DA3A0CCEA2D084D3F3C086BAA6F,17,29,0,,,,,,,,,"(9, 30, 45)",,,"(23008, 'MCP/FCU')",111.796875,1011.2,True,,,,,,,,,,,,,,,
A3A0CC,2025-06-14 00:53:33.372469902+00:00,1749862413.37247,8DA3A0CC99095E98F03C1EC544F0,17,19,1,"(401, 119.56776971419615, 896, 'GS')","(401, 119.56776971419615)","(401, 119.56776971419615, 896, 'GS')",725.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,-50.95310017213984,1.174163818359375,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:33.711796045+00:00,1749862413.711796,8DA3A0CC584D620608415977D535,17,11,0,,,,,,,2.0,,,,,,,,,14350.0,"(7, 185, 93, None)",0.0,-50.96466064453125,1.2418262378589526,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:34.071591854+00:00,1749862414.0715919,8DA3A0CC99095E98F0401E2F0AEB,17,19,1,"(401, 119.56776971419615, 960, 'GS')","(401, 119.56776971419615)","(401, 119.56776971419615, 960, 'GS')",725.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,-50.95310017213984,1.252288818359375,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:34.071940184+00:00,1749862414.0719402,8DA3A0CC584D6205F84167F2632F,17,11,0,,,,,,,2.0,,,,,,,,,14350.0,"(7, 185, 93, None)",0.0,-50.96502685546875,1.2428654851140202,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:34.561950922+00:00,1749862414.561951,8DA3A0CC99095F9910401E227DA0,17,19,1,"(402, 119.62132312230632, 960, 'GS')","(402, 119.62132312230632)","(402, 119.62132312230632, 960, 'GS')",725.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,219.04764466366524,45.0823974609375,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:34.732146025+00:00,1749862414.732146,8DA3A0CC584D7205E0417C8E5171,17,11,0,,,,,,,2.0,,,,,,,,,14375.0,"(7, 185, 93, None)",0.0,219.034423828125,46.043701171875,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:35.054459810+00:00,1749862415.0544598,8DA3A0CC584D7205D0418A13E9AD,17,11,0,,,,,,,2.0,,,,,,,,,14375.0,"(7, 185, 93, None)",0.0,219.0340576171875,46.0821533203125,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:35.054514885+00:00,1749862415.054515,8DA3A0CC99095F9910401E227DA0,17,19,1,"(402, 119.62132312230632, 960, 'GS')","(402, 119.62132312230632)","(402, 119.62132312230632, 960, 'GS')",725.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,219.04764466366524,45.0823974609375,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:35.387759209+00:00,1749862415.3877592,8DA3A0CCF82100020049B8B8156F,17,31,0,,,,,,,1.0,2.0,"(9, 30, 45)",0.0,"(0, 0)",,,,,,,,,,,,,,,,,,,
A3A0CC,2025-06-14 00:53:35.387799978+00:00,1749862415.3878,8DA3A0CC584D7205C04198CE517E,17,11,0,,,,,,,2.0,,,,,,,,,14375.0,"(7, 185, 93, None)",0.0,219.03369140625,46.12060546875,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:35.549113035+00:00,1749862415.549113,8DA3A0CC99096099103C1E88A481,17,19,0,"(403, 119.55113670043175, 896, 'GS')","(403, 119.55113670043175)","(403, 119.55113670043175, 896, 'GS')",725.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,90.8968505859375,42.2698974609375,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:35.933722019+00:00,1749862415.933722,8DA3A0CCE108B700000000C929E2,17,28,1,,,,,,,0.0,,,,,,,,,,,,,,,5507,False,,,,,,,
A3A0CC,2025-06-14 00:53:35.933748960+00:00,1749862415.933749,8DA3A0CCEA2D084D3F3C086BAA6F,17,29,0,,,,,,,,,"(9, 30, 45)",,,"(23008, 'MCP/FCU')",111.796875,1011.2,True,,,,,,,,,,,,,,,
A3A0CC,2025-06-14 00:53:35.933903217+00:00,1749862415.9339032,8DA3A0CC584D7205B041A6DDE43C,17,11,0,,,,,,,2.0,,,,,,,,,14375.0,"(7, 185, 93, None)",0.0,219.0333251953125,46.1590576171875,airborne,,,,,,,,,
A3A0CC,2025-06-14 00:53:35.934096813+00:00,1749862415.9340968,8DA3A0CC23541334DF8820CB70D8,17,4,0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,UAL478__,3.0
A3A0CC,2025-06-14 00:53:36.151345015+00:00,1749862416.151345,8DA3A0CC9909609910381EB09281,17,19,0,"(403, 119.55113670043175, 832, 'GS')","(403, 119.55113670043175)","(403, 119.55113670043175, 832, 'GS')",725.0,"(1, 10, 15.2)","(1, 10, 15.2)",0.0,,,,,,,,,,,,90.8968505859375,39.4573974609375,airborne,,,,,,,,,
